PLANTID,TÊN KHOA HỌC,TÊN GỌI,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0697,Spathiphyllum wallisii,Cây lan ý / Cánh buồm / Huệ hòa bình,,Dễ chăm sóc,Nắng tán xạ / Chịu bóng râm,Tưới nước 2 – 3 lần/tuần,Chiều cao 40 – 50 cm,,,,,,
CCNPLT0698,Fiddle Leaf Fig,"Sung tì bà, sung tỳ bà hay sung lá đàn",,Vừa phải,Chịu được nắng trực tiếp,"Ít nước, 2 – 3 lần/tuần","• Kích thước chậu:
• Chiều cao tổng: 17 cm",,,,,,
CCNPLT0699,Chamaedorea elegans,Cau Hawaii,Chiều cao tổng: 120 – 130 cm,Dễ chăm sóc,Nắng tán xạ / Râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0700,Peperomia obtusifolia,Cây trường sinh,,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao 20 – 30 cm,,,,,,
CCNPLT0701,,Cây Vạn Lộc/Thiên Phú,,,,,,,,,,,
CCNPLT0702,English Ivy,Cây thường xuân,,Trung bình,"Ít nắng, trồng nơi râm mát","Ít nước, 2 – 3 lần/tuần",Dài 60cm,,,,,,
CCNPLT0703,Philodendron Imperial Green,Cây Trầu Bà Đế Vương Xanh,,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 20 – 40 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0704,Podocarpus brevifolius,Tùng la hán,Chiều cao: 15 cm,Dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 1 – 2 lần/tuần,,,,,,,
CCNPLT0705,Ficus elastica,Đa búp đỏ,Chiều cao 20 – 25 cm,Rất dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,"Vừa phải, 2 – 3 lần/tuần",,,,,,,
CCNPLT0706,Radermachera Sinica,Cây hạnh phúc,Cao 40 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0707,Chlorophytum laxum,Cây cỏ lan chi / cây dây nhện,,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao 30 – 40 cm,,,,,,
CCNPLT0708,Cây đuôi công sọc,Calathea ornata Sanderiana,,Dễ chăm sóc,Nhiều ánh sáng / tán xạ,Tưới nước 2 – 3 lần/tuần,"• Chiều cao 25 – 30cm
• Tán rộng: 20 – 25cm",,,,,,
CCNPLT0709,Epipremnum Marble Queen,Cây trầu bà cẩm thạch,,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 20 – 40 cm,,,,,,
CCNPLT0710,Calathea Orbifolia,Cây đuôi công táo xanh,,Dễ chăm sóc,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần","Chiều cao: 20 ~ 25 cm
Tán rộng 20 ~ 30 cm",,,,,,
CCNPLT0711,,Cây hoàng hậu chậu sứ,,,,,,,,,,,
CCNPLT0712,Philodendron Imperial Green,Trầu bà đế vương xanh,,Rất dễ chăm sóc,Nắng tán xạ,Thay nước 1 – 2 lần/tháng,Chiều cao 15 – 25 cm,,,,,,
CCNPLT0713,Scheffera Octophylla,Ngũ gia bì cẩm thạch,Chiều cao 30 ~40 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0714,Ficus lyrata,Cây bàng Singapore mini,"• Chiều cao: 15 cm
• Đường kính tán: 10 cm",Dễ chăm sóc,Ánh sáng tán xạ,Tưới nước 2 lần/tuần,,,,,,,
CCNPLT0715,,Cây Trầu Bà,,,,,,,,,,,
CCNPLT0716,Ficus lyrata,Cây bàng Singapore,Chiều cao 20 – 30 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0717,Zamioculcas zamiifolia,Cây kim tiền / Cây kim phát tài,Chiều cao 60 – 80cm,Dễ chăm sóc,Nắng tán xạ hoặc trực tiếp,"Ít nước, 2 – 3 lần/tuần",,,,,,,
