PLANTID,CODE,URL,TIÊU ĐỀ,TÊN KHOA HỌC,TÊN GỌI,GIÁ,MÔ TẢ,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0375,SANS007,https://mowgarden.com/cay-luoi-ho-de-ban-sans007/,Cây lưỡi hổ để bàn SANS007,Sansevieria trifasciata,Lưỡi hổ ta,180000,"Lưỡi hổ có lẽ là loại cây nội thất quen thuộc nhất đối với những người yêu cây cảnh. Loài cây này có khả năng chịu nóng, chịu hạn tốt, sống được trong bóng râm và đặc biệt nó có khả năng lọc không khí rất tuyệt vời.",Chiều cao cây + chậu: 140cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0376,LICU007,https://mowgarden.com/cay-co-nhat-cay-van-phong-licu007/,Cây cọ Nhật cây văn phòng LICU007,Licuala grandis,Cọ Nhật,550000,"Cây cọ nhật là loại cây trong nhà có kiểu lá xòe rộng như những cánh quạt, giúp trang trí không gian thêm xanh mát. Nó còn là loại cây phong thủy tượng trưng cho sự giàu sang và tiền tài nên rất đáng trồng trên bàn làm việc.","Chiều cao cây: 90cm
Chiều cao chậu + cây: 130cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0377,MIX006,https://mowgarden.com/cay-van-phong-cay-qua-tang-mix006/,Cây văn phòng – cây quà tặng MIX006,,Cây văn phòng - cây quà tặng,1290000,"Combo cây văn phòng Mix006 có thể dễ dàng bài trí trong văn phòng, quán cafe, phòng khách…mà không phải lo về ngũ hành tương sinh, tương khắc.
Chậu cây văn phòng MIX006 là sản phẩm được MOW phối trộn với nhau một cách hài hòa và hợp lý. Điểm nhấn là cây Hoàng Hậu làm trung tâm, dưới chân là cây Phú Quý, cây Ngọc Ngân và cây thường xuân. Biểu trưng cho một bà Hoàng Hậu nhân từ ôm lấy những đứa còn, mong đem lại hạnh phúc và tài lộc cho gia chủ.",Cao 80-100 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0378,TBTX004,https://mowgarden.com/cay-trau-ba-thanh-xuan-co-trung-chau-dat-nung-tbtx004/,Cây trầu bà thanh xuân cỡ trung chậu đất nung TBTX004,Thaumatophyllum bipinnatifidum,Cây trầu bà thanh xuân / Cây trầu bà tay Phật,520000,"Trầu bà thanh xuân là loại cây trong nhà độc đáo được mọi người ưa thích và trưng bày trang trí. Trầu Bà Thanh Xuân có ý nghĩa về mặt phong thủy nó còn có ý nghĩa may mắn, đem lại tài lộc, gia tăng vận khí, thể hiện ý chí vươn lên của gia chủ.","Kích thước chậu: 24×18 cm (DxC)
Chiều cao tổng 50 – 60cm",Dễ chăm sóc,Nắng tán xạ / Bóng râm,"Ít tưới nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0379,ARAC026,https://mowgarden.com/cay-mon-thai-caladium-lindenii-chau-dat-nung-arac026/,Cây môn Thái Caladium lindenii chậu đất nung ARAC026,Caladium lindenii,Cây môn thái,420000,"Cây môn Thái sở hữu chất lá dày, khỏe khoắn, có form tai thỏ bắt mắt, cùng với sự tương phản giữa màu xanh thẩm của lá và sắc trắng ở gân lá, tạo ra một điểm nhấn riêng cho khu vườn của bạn. Loại cây này cực kì dễ chăm sóc và tốc độ phát triển cũng rất nhanh.",Chiều 50 – 60cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0380,cdvd004,https://mowgarden.com/cay-trau-ba-de-vuong-do-chau-men-lu-soc-philodendron-imperial-red-cdvd004/,Cây Trầu bà đế vương đỏ chậu men lu sọc Philodendron Imperial Red CDVD004,Philodendron Imperial Red,Đế vương đỏ,850000,"Thân dạng thảo lớn, trong tự nhiên cây có thể leo được, nhưng đa số khi trồng chậu thì thân vươn thẳng chắc chắn, cao khoảng dưới 1m5.",Cao 80 – 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0381,CPTN006,https://mowgarden.com/cay-phat-tai-nui-chau-su-hoa-tiet-cptn006/,Cây phát tài núi để sàn chậu sứ họa tiết CPTN006,Dracaena draco L,Phát tài núi,650000,"Cây phát tài núi rất thường được lựa chọn để làm quà tặng vào những dịp khai trương, lên nhà mới, văn phòng mới… với mong muốn đem lại nhiều tài lộc và may mắn cho người được tặng.","• Kích thước chậu: 25x25cm (DxC)
• Chiều cao tổng: 80 – 100 cm",Dễ chăm sóc,Nắng tán xạ / Chịu được nắng trực tiếp,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0382,SANS035,https://mowgarden.com/cay-luoi-ho-vang-chau-da-xi-mang-da-mai-sans035/,Cây lưỡi hổ vàng chậu đá xi măng đá mài SANS035,Sansevieria trifasciata,Lưỡi hổ vàng,600000,"Lưỡi hổ có lẽ là loại cây nội thất quen thuộc nhất đối với những người yêu cây cảnh. Loài cây này có khả năng chịu nóng, chịu hạn tốt, sống được trong bóng râm và đặc biệt nó có khả năng lọc không khí rất tuyệt vời.",Chiều cao cây + chậu: 140 – 160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0383,pepe001,https://mowgarden.com/cay-hanh-tien-thao-do-chau-gom-de-ban-peperomia-caperata-pepe001/,Cây Hạnh tiên thảo đỏ chậu gốm để bàn Peperomia Caperata PEPE001,Peperomia Caperata,Hạnh tiên thảo đỏ,250000,Không đòi hỏi gắt gao trong việc chăm sóc nên rất thích hợp trồng chậu trang trí nội lẫn ngoại thất.,Cao 15 – 25 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0384,CDBD003,https://mowgarden.com/cay-da-bup-do-van-phong-cdbd003/,Cây đa búp đỏ một thân chậu xi măng CDBD003,Ficus elastica,Đa búp đỏ,350000,"Từ lâu cây Đa luôn là biểu tượng của sự trường tồn, sức sống dẻo dai, nơi chứa đựng thần quyền và tâm linh của con người. Chính lẽ đó mà trong phong thủy, Đa Búp Đỏ cũng mang ý nghĩa của sự may mắn, an lành.",Chiều cao 60 – 80cm,Rất dễ chăm sóc,Ánh sáng tán xạ; Bóng râm,"Vừa phải, 2 – 3 lần/tuần",,,,,,,
CCNPLT0385,CHEI001,https://mowgarden.com/cay-trau-ba-de-vuong-kim-cuong-de-ban-phil202-2/,Cây môn chong chóng var chậu đất nung CHEI001,Cheilocostus speciosus,Môn chong chóng,380000,"Môn chong chóng đột biến là loại cây kiểng lá có màu sắc sọc trắng gây ấn tượng, mang ý nghĩa đem lại sự may mắn cho chủ sở hữu.",Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0386,MONS012,https://mowgarden.com/cay-trau-ba-nam-my-monstera-borsigiana-mons012/,Cây Trầu bà Nam Mỹ – Monstera Borsigiana – MONS012,Monstera Deliciosa,Trầu bà lá xẻ,3500000,"Là loài cây sở hữu cho mình những chiếc lá được tạo nét như trái tim, càng lớn lá bắt đầu xuất hiện các đường xẻ một cách ngẫu nhiên.",Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0387,PHIL202,https://mowgarden.com/cay-trau-ba-de-vuong-kim-cuong-de-ban-phil202/,Cây trầu bà đế vương kim cương chậu đất nung PHIL202,Philodendron Birkin,Trầu bà đế vương kim cương,280000,"Gây ấn tượng với những đường sọc trắng đẹp mắt, mang ý nghĩa phong thủy may mắn và tiền tại cho chủ sở hữu.","Kích thước chậu: 18×15 cm
Chiều cao 35 – 40 cm",Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0388,MONS010-1,https://mowgarden.com/cay-trau-ba-nam-my-monstera-borsigiana-mons011/,Cây Trầu bà Nam Mỹ – Monstera Borsigiana – MONS011,Monstera Deliciosa,Trầu bà lá xẻ,5000000,"Là loài cây sở hữu cho mình những chiếc lá được tạo nét như trái tim, càng lớn lá bắt đầu xuất hiện các đường xẻ một cách ngẫu nhiên.",Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0389,CPTN005,https://mowgarden.com/cay-phat-tai-nui-2-tang-chau-da-mai-cptn005/,Cây phát tài núi 2 tầng chậu đá mài CPTN005,Dracaena draco L,Phát tài núi,1400000,"Cây phát tài núi rất thường được lựa chọn để làm quà tặng vào những dịp khai trương, lên nhà mới, văn phòng mới… với mong muốn đem lại nhiều tài lộc và may mắn cho người được tặng.","• Kích thước chậu: 36×30 cm (DxC)
• Chiều cao: 150 – 160 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp",Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0390,PHIL800,https://mowgarden.com/cay-philodendron-splendid-leo-cot-chau-xi-mang-phil801/,Cây Philodendron splendid leo cột chậu xi măng PHIL801,Philodendron splendid,Philodendron splendid,3850000,"Philodendron splendid là loại cây kiểng lá rất được yêu thích bởi nó có phiến lá hình tim thuôn dài và mặt lá nhung mịn rất đẹp mắt. Những đường gân màu xanh sáng, có vệt hồng ở điểm giao giữa cuống và lá tạo thêm sự sắc sảo.","Chiều cao cây: 100cm
Kích thước lá: 43cm",Trung bình,Nắng tán xạ,"Vừa phải, 4 – 5 lần/tuần",,,,,,,
CCNPLT0391,MONS010,https://mowgarden.com/cay-trau-ba-nam-my-monstera-borsigiana-mons010/,Cây Trầu bà Nam Mỹ – Monstera Borsigiana – MONS010,Monstera Borsigiana,Trầu bà lá xẻ,7500000,"Là loài cây sở hữu cho mình những chiếc lá được tạo nét như trái tim, càng lớn lá bắt đầu xuất hiện các đường xẻ một cách ngẫu nhiên.",Cao 80 – 100 cm,Dễ chăm sóc,Nắng tán xạ.,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0392,CHAM006,https://mowgarden.com/cay-cau-hawaii-chau-xi-mang-da-mai-cham006/,Cây cau Hawaii chậu xi măng đá mài CHAM006,Chamaedorea elegans,Cau Hawaii,750000,"Cau Hawaii là một loại cây cây cảnh nội thất phổ biến, thích hợp để trưng bày trong các không gian nội thất sang trọng. Loại cây này có sức sống mãnh liệt, dễ chăm sóc, có bộ lá xanh mướt và mang ý nghĩa rất tốt trong phong thủy.","• Kích thước chậu:30x30cm (DxC)
• Chiều cao tổng: 140 – 150 cm",Dễ chăm sóc,Nắng tán xạ / Râm mát,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0393,CPTN004,https://mowgarden.com/cay-phat-tai-nui-2-tang-chau-gom-su-cptn004/,Cây phát tài núi 2 tầng chậu gốm sứ CPTN004,Dracaena draco L,Phát tài núi,1550000,"Cây phát tài núi rất thường được lựa chọn để làm quà tặng vào những dịp khai trương, lên nhà mới, văn phòng mới… với mong muốn đem lại nhiều tài lộc và may mắn cho người được tặng.","• Kích thước chậu: 32x52cm (DxC)
• Chiều cao tổng: 150 – 160 cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0394,AGLA004-1,https://mowgarden.com/cay-van-loc-de-ban-aglaonema-lady-valentine-agla010/,Cây Vạn Lộc để bàn Aglaonema Lady Valentine AGLA010,Aglaonema Lady Valentine,Cây vạn lộc,250000,"Cây vạn lộc (Aglaonema Lady Valentine) là dòng cây cảnh nội thất dễ chăm sóc, có thể sống được trong điều kiện ánh sáng thấp. Với một hình dạng lá độc đáo, bên trên là những họa tiết đẹp mắt giống như tranh vẽ giúp tạo thêm điểm nhấn cho không gian nội thất. Kích thước nhỏ gọn của cây vạn lộc thủy sinh rất thích hợp để đặt trang trí trên bàn hoặc trên tủ kệ.",Cao 20-30 cm,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Thay nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0395,AGLA009,https://mowgarden.com/cay-ngan-hau-de-ban-aglaonema-marantifolium-agla009/,Cây Ngân Hậu để bàn Aglaonema Marantifolium AGLA009,Aglaonema Marantifolium,Ngân hậu; Minh Ty Rằn,350000,"Cây ngân hậu đại diện cho sự sang chảnh, quyền cao quý tộc giống như cái tên hoàng gia của nó vậy.",Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0396,AGLA008,https://mowgarden.com/cay-ngan-hau-van-phong-aglaonema-marantifolium-agla008/,Cây Ngân Hậu văn phòng Aglaonema Marantifolium AGLA008,Aglaonema Marantifolium,Ngân hậu; Minh Ty Rằn,350000,"Cây ngân hậu đại diện cho sự sang chảnh, quyền cao quý tộc giống như cái tên hoàng gia của nó vậy.",Cao 30 – 40 cm,Dễ chăm sóc,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0397,NTMX017,https://mowgarden.com/chau-cay-mix-phat-tai-nui-truc-nhat-van-loc-ngoc-ngan-do-la-ntmx017/,"Chậu cây mix phát tài núi, trúc Nhật, vạn lộc, ngọc ngân, đô la NTMX017",,Cây phát tài / Vạn lộc / Ngọc ngân / Đô la / Trúc vàng,1250000,"Chậu cây nội thất được mix các loại cây dễ chăm sóc, thích nghi tốt với điều kiện thiếu sáng trong nhà. Sản phẩm được mix các loại cây Phát tài, Vạn lộc, Ngọc ngân, Đô la, Trúc Nhật mini thích hợp thể đặt tại phòng khách, lối hành lang, văn phòng làm việc, sảnh nhà hàng, khách sạn hoặc làm quà tặng.","• Kích thước chậu: 42×52 cm (DxC)
• Chiều cao tổng: 100 – 110 cm",Dễ chăm sóc,Nắng tán xạ / Nhiều sáng,Tưới nước 2 – 3 lần/tuần,,,Sứ trắng,Màu trắng,,,
CCNPLT0398,MIX003,https://mowgarden.com/cay-van-phong-cay-qua-tang-mix003/,Cây văn phòng – cây quà tặng MIX003,,Cây văn phòng,890000,"Chậu cây văn phòng MIX003 là sản phẩm được MOW phối trộn với nhau một cách hài hòa và hợp lý.
Lưỡi hổ cao làm chủ đạo, dưới chân là Vạn Lộc đỏ, Ngọc Ngân màu trắng ngọc và cây Đô La bao quanh gốc làm điểm tựa cho cây Lưỡi Hổ phát triển cũng như sự phát triển Tài Lộc của gia chủ.
Với chậu cây văn phòng Mix003 này chúng ta có thể dễ dàng bài trí trong văn phòng, quán cafe, phòng khách…mà không phải lo về ngũ hành tương sinh, tương khắc.",Cao 100-120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0399,DRAC401,https://mowgarden.com/cay-huyet-du-kiem-chau-xi-mang-da-mai-drac401/,Cây huyết dụ kiếm chậu xi măng đá mài DRAC401,Dracaena marginata Tricolor,Cây huyết dụ kiếm,420000,"Cây huyết Dụ là một loại cây phong thủy có tác dụng mang lại may mắn, giữ tiền của và tài lộc cho gia chủ. Bên cạnh đó, cây huyết dụ được trồng hòng để ngăn chặn, xua đuổi tà ma tấn công vào nhà.",Chiều cao 120 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0400,SANS034,https://mowgarden.com/cay-luoi-ho-xanh-chau-da-xi-mang-vang-sans034/,Cây lưỡi hổ xanh chậu đá xi măng vàng SANS034,Sansevieria zeylanica,Lưỡi hổ xanh,950000,"Lưỡi hổ có lẽ là loại cây nội thất quen thuộc nhất đối với những người yêu cây cảnh. Loài cây này có khả năng chịu nóng, chịu hạn tốt, sống được trong bóng râm và đặc biệt nó có khả năng lọc không khí rất tuyệt vời.",Chiều cao cây + chậu: 140 – 160 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0401,PHIL026,https://mowgarden.com/cay-cung-dan-chau-dat-nung-de-ban-phil026/,Cây cung đàn chậu đất nung để bàn PHIL026,Philodendron Ring of Fire,Cây cung đàn xanh,260000,Cung đàn xanh là loại cây nội thất được săn đón ráo riết bởi cộng đồng kiểng lá trên thế giới bởi hình dáng lá răng cưa khá thú vị của nó. Nếu bạn đang muốn làm đa dạng bộ sưu tập cây trong nhà của mình thì em nó là một sự lựa chọn rất tuyệt vời.,Chiều cao cây + chậu: 14 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0402,SANS006,https://mowgarden.com/cay-luoi-ho-vang-chau-xi-mang-sans006/,Cây lưỡi hổ vàng chậu xi măng SANS006,Sansevieria trifasciata,Lưỡi hổ ta,860000,"Lưỡi hổ có lẽ là loại cây nội thất quen thuộc nhất đối với những người yêu cây cảnh. Loài cây này có khả năng chịu nóng, chịu hạn tốt, sống được trong bóng râm và đặc biệt nó có khả năng lọc không khí rất tuyệt vời.",Chiều cao cây + chậu: 140cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0403,CHRY007,https://mowgarden.com/cay-cau-vang-nhat-ban-co-trung-chau-xi-mang-chry007/,Cây cau vàng Nhật Bản cỡ trung chậu xi măng xi măng CHRY007,Chrysalidocarpus lutescens Wendl,Cau vàng Nhật Bản,1200000,"Cây Cau Nhật là loại cây cảnh đẹp ngoài việc dùng làm trang trí nội thất, ngoại thất làm tô điểm cho không gian sống thì cây còn có khả năng hấp thụ các độc tố hóa học và có một ý nghĩa vô cùng đặc biệt trong việc lọc khí độc, trừ tà.","Chiều cao cây: 80 – 100cm
Chiều cao chậu cây: 160 –180cm",Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0404,SANS005,https://mowgarden.com/cay-luoi-ho-vang-chau-da-mai-sans005/,Cây lưỡi hổ vàng chậu đá mài trụ tròn SANS005,Sansevieria trifasciata,Lưỡi hổ ta,780000,"Lưỡi hổ có lẽ là loại cây nội thất quen thuộc nhất đối với những người yêu cây cảnh. Loài cây này có khả năng chịu nóng, chịu hạn tốt, sống được trong bóng râm và đặc biệt nó có khả năng lọc không khí rất tuyệt vời.",Chiều cao cây + chậu: 160cm,Dễ chăm sóc,"Nắng tán xạ, chịu được thiếu nắng","Ít nước, 2 – 3 lần/tuần",,,,,,,
